"","respVar","Estimate","Std..Error","z.value","Pr...z..","sig"
"(Intercept)12","Omnivorous_h3_sum",0.584647679410581,0.814560082794495,0.71774653798998,0.472913582805841,0
"EFAamp_std11","Omnivorous_h3_sum",-2.43255111559291,6.16317971529084,-0.394690927080668,0.693070999441424,0
"EFAavg_avg2","Omnivorous_h3_sum",-0.0479718028771689,1.82829858925307,-0.0262384947180686,0.979067112097768,0
"EFAmin_std","Omnivorous_h3_sum",12.6921169423837,5.96158621461138,2.12898320773695,0.0332556497358277,1
"(Intercept)13","Omnivorous_prev_sum",-3.93874263836597,1.89011981473276,-2.08385870973098,0.0371730211263349,1
"EFAstd_std1","Omnivorous_prev_sum",-33.3482080816729,46.3455443178999,-0.719555861787406,0.471798496294286,0
"EFAamp_avg2","Omnivorous_prev_sum",-3.86881792735219,6.55074649996374,-0.590591916108127,0.554793882630815,0
"EFAmax_avg1","Omnivorous_prev_sum",9.51726612063514,4.03146005537054,2.36074920498261,0.0182380599347123,1
"(Intercept)14","Nest_Tree_sum",1.10626613839243,0.486705296055857,2.27296918146844,0.0230280371867586,1
"EFAavg_std10","Nest_Tree_sum",13.0663234289174,4.47374507696101,2.9206678530269,0.00349281986413093,1
"EFAamp_std12","Nest_Tree_sum",2.05194127217994,5.88112327201074,0.348902952254967,0.727162168719085,0
"EFAamp_avg3","Nest_Tree_sum",-1.77379230982748,1.93558445821191,-0.91641173408992,0.359450983151629,0
"(Intercept)15","Nest_Shrub_sum",1.22939837822201,0.520292546018186,2.36289831101873,0.0181326442924162,1
"EFAamp_std13","Nest_Shrub_sum",7.23307773619803,6.13558074677082,1.17887418236731,0.238448279581557,0
"EFAstd_avg5","Nest_Shrub_sum",-6.33725538021243,5.5543638600732,-1.14095070828308,0.253890435862002,0
"EFAavg_std11","Nest_Shrub_sum",3.71496731625391,5.09020574031204,0.72982655432434,0.46549621081866,0
"(Intercept)16","Nest_Ground_sum",1.40540682863585,0.600871042916325,2.33894917254577,0.019338064175889,1
"EFAstd_avg6","Nest_Ground_sum",-1.64301608846825,6.28028372041337,-0.26161494633241,0.793618319745453,0
"EFAavg_std12","Nest_Ground_sum",-2.71833765022486,6.14450192243683,-0.442401627428705,0.658198601575124,0
"EFAamp_std14","Nest_Ground_sum",2.89229844092736,7.09856979644304,0.407448052757985,0.683678940099635,0
"(Intercept)17","Nest_Artificial_Urban_sum",0.441616448669129,0.6323372802307,0.698387494262573,0.484934895081802,0
"EFAamp_std15","Nest_Artificial_Urban_sum",4.65268617604713,5.71292124113312,0.814414548996006,0.415407506663615,0
"EFAamp_avg4","Nest_Artificial_Urban_sum",0.306819607794228,1.81508078639994,0.169039091864764,0.865765892960172,0
"EFAavg_avg3","Nest_Artificial_Urban_sum",1.66793718518145,1.46146182202333,1.14128002527789,0.253753411695853,0
"(Intercept)18","Nest_Tree.Cavity_sum",0.146193137295389,0.585834128846579,0.249546979420987,0.802937705689984,0
"EFAamp_std16","Nest_Tree.Cavity_sum",5.63922522669078,6.82907629551915,0.825766909412172,0.408936328583527,0
"EFAavg_std13","Nest_Tree.Cavity_sum",7.85364916331268,5.69437716876013,1.3791937082072,0.167835037448843,0
"EFAamp_avg5","Nest_Tree.Cavity_sum",0.351040400065098,2.26001229039194,0.155326765946135,0.876563715511409,0
"(Intercept)19","Nest_Cavity_sum",0.424317292931589,1.13955317751283,0.372354095714687,0.709629226885059,0
"EFAstd_std2","Nest_Cavity_sum",23.9532885256291,19.5381329322103,1.22597633093897,0.220207582177468,0
"EFAavg_std14","Nest_Cavity_sum",8.05212887457279,9.56237902574257,0.842063345627267,0.399752496978185,0
"EFAavg_avg4","Nest_Cavity_sum",-2.74594123606008,3.01843528485661,-0.909723408627103,0.362968395815756,0
"(Intercept)20","Nest_Cliff_sum",-2.65377819854117,1.30510478858343,-2.03338323616267,0.0420138196584552,1
"EFAstd_avg7","Nest_Cliff_sum",-12.6210896657525,13.2121319248951,-0.955265186383059,0.339443608139736,0
"EFAamp_std17","Nest_Cliff_sum",20.679286679917,14.4483267996498,1.43125823264312,0.152356219634493,0
"EFAavg_std15","Nest_Cliff_sum",20.8897833752446,11.113035775589,1.87975489299974,0.0601414905499103,0
"(Intercept)21","Size_S_sum",1.12549230156494,0.728510414599358,1.5449227341299,0.12236495373239,0
"EFAamp_std18","Size_S_sum",7.74002850606057,4.7640003659559,1.62469099737517,0.104228416571551,0
"EFAavg_std16","Size_S_sum",5.07229875918348,6.15032691639767,0.824720186118886,0.409530468634051,0
"EFAavg_avg5","Size_S_sum",-1.67338667707176,1.9596207284937,-0.853933954024893,0.393141585055459,0
"(Intercept)22","Size_M_sum",1.28521395767246,0.535002280690459,2.40225883899748,0.0162941743988162,1
"EFAstd_avg8","Size_M_sum",-5.38641976182763,5.69696477959097,-0.945489391320119,0.344409084344856,0
"EFAamp_std19","Size_M_sum",6.72900010726992,6.31293550975455,1.0659066763588,0.286465830667168,0
"EFAavg_std17","Size_M_sum",1.62427578603104,5.32345729410422,0.305116711996534,0.760277263383821,0
"(Intercept)23","Size_L_sum",0.300579500103497,0.680874625655179,0.441460863392084,0.658879388488653,0
"EFAamp_std20","Size_L_sum",1.02095863132659,4.86674289332718,0.209782734306025,0.833837249246973,0
"EFAavg_std18","Size_L_sum",-4.47174678039068,10.3539044419249,-0.431889902545724,0.665821433946559,0
"EFAmax_std4","Size_L_sum",13.0980947646921,10.5263111241731,1.24431955413259,0.213381977095702,0
"(Intercept)24","Size_XL_sum",-0.580698029763356,0.779333313569977,-0.745121528429587,0.45619825561882,0
"EFAstd_std3","Size_XL_sum",9.68627328511004,25.9886612503973,0.372711514140113,0.709363165925748,0
"EFAmax_std5","Size_XL_sum",19.3052504333424,5.46630711372889,3.53168053526601,0.000412927885098016,1
"EFAamp_avg6","Size_XL_sum",-2.60009010719489,3.08422230300261,-0.843029409606307,0.399211995971402,0
