"","ID_PSU","ID_SSU","PSU_codes","NDVI_med_mn","NDVI_med_sd","NDVI_max_mn","NDVI_max_sd","NDVI_MAD_mn","NDVI_MAD_sd"
"46",104,2548,104,0.590022372379899,0.100905582781788,4.12496636301279,14.1138685033005,0.224504890143871,0.0533582007145627
"47",108,2606,108,0.533908185660839,0.142116582477147,0.873041179180145,0.0846007321612793,0.277888568378985,0.0570611118033831
"48",108,2801,108,0.677738766223192,0.0549517664187107,1.16960214033723,0.165375422332317,0.274700835496187,0.038921534820609
"49",108,2805,108,0.434692547991872,0.104081807573122,8.80686327382922,52.0323822741374,0.348566098473966,0.0533017564551912
"50",108,2618,108,0.361494571939111,0.119120098817529,0.830970460921526,0.187723434097342,0.273554296959192,0.0674636471651635
"51",127,3045,127,0.647184902131557,0.0723517227553899,1.23052697017789,0.253606632853113,0.264007327146828,0.0465344050048701
"52",127,3281,127,0.467834621742368,0.0795888316620931,2.57104639902711,5.90223934454911,0.247666221205145,0.0448296593178263
"53",127,3285,127,0.557296226918697,0.0828138106362313,4.26031140193343,12.4152249151404,0.330575278624892,0.0531694224744813
"54",127,3053,127,0.55088139526546,0.0975440485914002,2.13564182773232,3.62043085754552,0.335508291609585,0.0565368651682789
"55",169,3966,169,0.446783434301615,0.149497628492089,0.919524185359478,0.0861886455619755,0.382801222279668,0.0673626931016532
"56",169,4231,169,0.295705560408533,0.0626835781311032,1.00233020186424,1.87380333982322,0.387616008371115,0.0623292099209058
"57",169,4235,169,0.280124964267015,0.0581674575077977,0.880309739261866,0.159375750610815,0.367715691514313,0.0703993662099281
"58",169,4223,169,0.269273760989308,0.0923208828291084,0.881362372338772,0.10241987742629,0.354718093685806,0.077986636953681
"59",176,4296,176,0.471486249677837,0.159917800837833,1.97300927519798,4.96332865211512,0.202902898648754,0.0796101763812772
"60",176,4300,176,0.514639706611633,0.10312509430409,0.887759116888046,0.0742155633105091,0.237687829220667,0.0781977561416725
"61",176,4456,176,0.506483460590243,0.043056791515323,3.3476496258378,14.7502048938521,0.262030882760882,0.0727722634404523
"62",176,4460,176,0.556661475300789,0.0984605157394749,0.91650705114007,0.0965418811219631,0.235680215079337,0.0636215292908115
"63",176,4448,176,0.572854999303818,0.104998331570643,1.22105718672276,1.37429519031471,0.286336345933378,0.0823588908853049
"64",180,4316,180,0.454689636193216,0.0942805878677672,0.825537488386035,0.131628540581637,0.233031548243016,0.0536795910061575
"65",180,4536,180,0.447371830865741,0.0484686198226201,0.782096424847841,0.0803376904986203,0.262071281056851,0.059420443522536
"66",180,4540,180,0.375229982957244,0.0730810235262765,0.874259701818228,0.07988786110905,0.216506716534495,0.0381617057840026
"67",180,4528,180,0.411207759305835,0.0527524613591393,0.726499527469277,0.0877760200258773,0.229071237053722,0.0513920274655418
"68",185,4341,185,0.288482873775065,0.0659800303008386,0.814721636623144,0.119710063953685,0.338891362957656,0.0570101345655411
"69",185,4345,185,0.355260683111846,0.104370811627327,0.954954989254475,0.148806477646011,0.367125271297991,0.0615066437736871
"70",185,4636,185,0.405973107106984,0.111631253741105,4.55825562879443,12.7093497454566,0.254405975211412,0.0795246337277136
"71",185,4640,185,0.479662042856216,0.103085969647067,0.957355097085237,0.120487382469653,0.349400864131749,0.0808812452526798
"72",185,4628,185,0.484181784614921,0.0800927237536465,0.89627426341176,0.0918526794471758,0.336289761960506,0.060110696119289
"73",190,4706,190,0.335366856940091,0.0719418763202683,5.89709935933351,65.0298617194139,0.381888359040022,0.045592973960192
"74",190,4710,190,0.569322652332485,0.135323237366215,1.72962328642607,0.659564585611588,0.204302417524159,0.0639068879772116
"75",190,5001,190,0.596328839510679,0.0492712434765533,2.77384718731046,6.53365267778455,0.283041246235371,0.0511725651616045
"76",190,5005,190,0.594794670492411,0.164743592520954,1.16789504960179,0.596199569038373,0.211858945069835,0.0610504293758365
"77",190,4733,190,0.620776480063796,0.103964875599833,1.50421343311667,3.69273587400875,0.297378002181649,0.079258775599728
"78",192,4761,192,0.452912598792464,0.110123204389749,0.877543775066733,0.200019498577155,0.225186719633639,0.0480668280095469
"79",192,4765,192,0.499729212448001,0.0524476926452239,0.983627889454365,0.527903222053084,0.194515465497971,0.032034089515761
"80",192,5011,192,0.643578016757965,0.0650426639963849,0.904071080684662,0.0663813266025787,0.241231685914099,0.0396542389377681
"81",192,5015,192,0.483280204534531,0.114866861431336,0.850910716056824,0.122441677046317,0.182779938075691,0.0590319519229747
"82",192,4773,192,0.379388349615037,0.165221073147072,0.644042289406061,0.149395763700598,0.166762087121606,0.0710410816616334
"83",198,4881,198,0.446117220371962,0.0448031688858157,1.86093787029386,4.98232680552432,0.209107174314558,0.0346133175266005
"84",198,4885,198,0.620738942101598,0.060113793782706,1.10320877179503,0.0741064113752512,0.245960769429803,0.0264200665582178
"85",198,4893,198,0.46176399551332,0.101134783607491,0.835667388960719,0.130763984112343,0.242757923416793,0.103698439930452
"86",198,5041,198,0.550125168114901,0.101252754606733,0.875045928359032,0.165588797548702,0.209676826111972,0.035232764147099
"87",214,5281,214,0.487881850898266,0.0744791169049998,0.83449365273118,0.10891196813287,0.23435191815719,0.0599773672128794
"88",214,5285,214,0.611846924051642,0.0571816834978735,0.922681929171085,0.20428733263051,0.199391190018505,0.0350134516512428
"89",214,5486,214,0.308009285330772,0.0684136525315635,2.56539013639092,6.19620489789415,0.278278536722064,0.0534857046781032
"90",214,5490,214,0.576458010077477,0.099005305234564,0.857426307946444,0.0864737284684436,0.272979803178459,0.0669793808148734
"91",214,5293,214,0.576378499902785,0.140855873542639,4.88196519628167,16.821105141543,0.203645587712526,0.0484601663344619
"92",249,6111,249,0.56693841740489,0.0992231254934248,2.84522678270936,20.7868745130852,0.245513269864023,0.0511672494613707
"93",249,6115,249,0.521396547704935,0.0893702052121671,0.915540269911289,0.0728241562725569,0.234689140431583,0.0672982703378683
"94",249,6321,249,0.507223215326667,0.0833219370432258,6.06048911549151,27.8247604587419,0.242885333616287,0.0651020442042999
"95",249,6325,249,0.480101306922734,0.106641089425903,7.23871444031596,20.7122406423142,0.193792484784499,0.0668989874463323
"96",249,6123,249,0.421554428450763,0.109155612599717,0.961422017663717,0.262402685016716,0.163840049616992,0.0606573547828233
"97",252,6156,252,0.574688204154372,0.0653441797414394,4.41849853202701,19.2925562526795,0.304353696703911,0.0557959754251055
"98",252,6160,252,0.555668526273221,0.109495682773315,0.883679387718439,0.0973322071311988,0.211351357232779,0.0571358211595367
"99",252,6351,252,0.430080890935787,0.135342125149063,0.862385587096214,0.349205271855165,0.218599305655807,0.067125189591992
"100",252,6355,252,0.606584429740906,0.0786873828441397,1.59610160857439,1.62084984518451,0.236792525015771,0.0504421012923441
"101",252,6168,252,0.61337035164237,0.0575149605019317,1.05966190218925,0.101818026962028,0.270352090783417,0.0588080435021936
"102",292,7176,292,0.742698141783476,0.0529373979788103,0.97532299503684,0.0843683179901343,0.16586605919525,0.033126443980044
"103",292,7180,292,0.541527562215924,0.0995955633741942,0.876495554298163,0.104033330646934,0.209406213629991,0.0759435806961245
"104",292,7316,292,0.604031264074147,0.138877527717453,0.988329731673002,0.181500125318472,0.180423371624202,0.0423320767193858
"105",292,7320,292,0.675779730305076,0.0599564005059291,1.29489236906171,0.433567656530941,0.201379788387567,0.0404455566526573
"106",292,7308,292,0.699495761692524,0.0791407115309974,1.04800192549825,0.140876839396038,0.204367701392621,0.0476932603077215
"107",303,7546,303,0.568178926818073,0.19005182782837,2.02088548056781,11.0728980035281,0.157328666364774,0.0421878752828826
"108",303,7550,303,0.588164912685752,0.110323090186316,1.1157829606533,0.30766385428705,0.200077135618776,0.0587567491867711
"109",303,7631,303,0.537292598821223,0.17315257954314,0.859415611773729,0.112684504954708,0.178773066913709,0.0492831136667849
"110",303,7635,303,0.291007607532483,0.267273669245609,0.6856421530433,0.402300147319067,0.133143773740157,0.0892353542060744
"111",303,7558,303,0.154786382438615,0.151632061692212,0.420197551250458,0.222680046530452,0.0901762531604618,0.0852772972287921
